"Date","Price","Open","High","Low","Vol.","Change %"
"2024- 12- 30","348,000","345,000","358,500","345,000","163.81K","0.00%"
"2024- 12- 27","348,000","341,000","350,500","340,500","190.73K","1.02%"
"2024- 12- 26","344,500","351,500","352,000","343,500","171.54K","-1.57%"
"2024- 12- 24","350,000","361,500","362,000","350,000","167.65K","-2.51%"
"2024- 12- 23","359,000","359,000","361,500","345,000","281.30K","0.42%"
"2024- 12- 20","357,500","375,000","377,000","356,000","352.53K","-3.90%"
"2024- 12- 19","372,000","373,500","380,000","368,000","243.29K","-2.49%"
"2024- 12- 18","381,500","384,000","386,000","380,000","203.81K","-0.26%"
"2024- 12- 17","382,500","398,500","405,000","378,500","389.46K","-3.89%"
"2024- 12- 16","398,000","399,000","402,500","394,500","203.05K","-0.50%"
"2024- 12- 13","400,000","396,000","400,000","389,500","328.25K","-1.11%"
"2024- 12- 12","404,500","383,000","404,500","374,000","579.73K","7.01%"
"2024- 12- 11","378,000","388,000","391,000","376,500","258.54K","-1.82%"
"2024- 12- 10","385,000","392,000","396,000","384,500","246.89K","-0.65%"
"2024- 12- 09","387,500","385,500","397,500","379,500","251.54K","-0.77%"
"2024- 12- 06","390,500","383,000","397,000","383,000","263.81K","2.23%"
"2024- 12- 05","382,000","389,000","395,000","382,000","167.70K","-1.80%"
"2024- 12- 04","389,000","391,000","395,000","384,500","244.18K","-2.02%"
"2024- 12- 03","397,000","393,500","401,000","385,000","240.69K","1.40%"
"2024- 12- 02","391,500","387,000","397,500","385,000","183.83K","2.62%"
"2024- 11- 29","381,500","400,000","402,500","380,000","277.62K","-5.22%"
"2024- 11- 28","402,500","400,000","405,500","399,000","115.40K","0.50%"
"2024- 11- 27","400,500","408,500","414,000","399,500","172.48K","-1.35%"
"2024- 11- 26","406,000","417,000","422,000","405,000","213.27K","-3.22%"
"2024- 11- 25","419,500","410,000","425,000","408,000","433.78K","3.58%"
"2024- 11- 22","405,000","403,500","409,500","402,000","141.11K","1.12%"
"2024- 11- 21","400,500","399,000","406,500","394,500","206.83K","0.00%"
"2024- 11- 20","400,500","393,500","402,500","390,000","215.24K","1.78%"
"2024- 11- 19","393,500","384,500","395,500","380,500","290.71K","2.61%"
"2024- 11- 18","383,500","375,000","385,500","375,000","363.62K","3.37%"
"2024- 11- 15","371,000","403,000","403,500","371,000","999.60K","-12.09%"
"2024- 11- 14","422,000","421,500","423,000","405,000","455.17K","2.43%"
"2024- 11- 13","412,000","421,500","425,000","411,500","345.85K","-3.51%"
"2024- 11- 12","427,000","418,000","433,500","416,000","636.59K","2.64%"
"2024- 11- 11","416,000","435,000","435,500","415,000","962.02K","4.39%"
"2024- 11- 08","398,500","394,500","408,500","394,000","375.54K","3.24%"
"2024- 11- 07","386,000","389,000","391,000","375,000","453.44K","-1.15%"
"2024- 11- 06","390,500","426,500","429,000","386,000","677.19K","-7.02%"
"2024- 11- 05","420,000","422,000","425,500","416,500","176.05K","-1.41%"
"2024- 11- 04","426,000","417,000","427,000","408,000","416.70K","3.27%"
"2024- 11- 01","412,500","405,000","419,000","404,500","252.28K","1.23%"
"2024- 10- 31","407,500","408,000","417,000","404,500","263.37K","-0.97%"
"2024- 10- 30","411,500","406,500","417,500","405,000","171.07K","0.61%"
"2024- 10- 29","409,000","410,000","412,500","400,500","279.79K","-1.80%"
"2024- 10- 28","416,500","403,000","417,500","403,000","346.24K","2.33%"
"2024- 10- 25","407,000","419,000","419,000","406,500","239.21K","0.12%"
"2024- 10- 24","406,500","411,000","419,000","403,000","402.82K","0.87%"
"2024- 10- 23","403,000","381,500","405,500","381,500","330.59K","5.64%"
"2024- 10- 22","381,500","386,500","388,000","376,500","211.35K","-2.05%"
"2024- 10- 21","389,500","389,000","393,500","387,500","132.93K","0.26%"
"2024- 10- 18","388,500","396,500","399,000","385,000","247.52K","-2.14%"
"2024- 10- 17","397,000","403,000","411,000","397,000","246.10K","-1.85%"
"2024- 10- 16","404,500","415,000","415,000","404,500","489.49K","0.25%"
"2024- 10- 15","403,500","407,500","409,000","389,500","600.17K","-0.62%"
"2024- 10- 14","406,000","407,500","413,500","402,500","239.65K","-1.22%"
"2024- 10- 11","411,000","426,500","428,500","408,500","435.49K","-3.75%"
"2024- 10- 10","427,000","432,000","433,000","421,000","629.24K","-2.18%"
"2024- 10- 08","436,500","416,500","444,000","412,000","799.11K","3.93%"
"2024- 10- 07","420,000","413,500","426,000","409,000","432.54K","4.09%"
"2024- 10- 04","403,500","403,500","406,000","396,000","254.19K","-1.22%"
"2024- 10- 02","408,500","409,500","421,500","408,500","243.35K","-1.45%"
"2024- 09- 30","414,500","419,500","430,000","414,500","443.28K","0.00%"
"2024- 09- 27","414,500","413,000","418,000","406,500","248.80K","0.24%"
"2024- 09- 26","413,500","410,500","415,500","402,500","302.21K","0.00%"
"2024- 09- 25","413,500","415,000","420,000","409,000","347.95K","0.12%"
"2024- 09- 24","413,000","401,000","413,000","401,000","445.14K","4.03%"
"2024- 09- 23","397,000","397,000","402,500","390,500","232.30K","0.89%"
"2024- 09- 20","393,500","398,500","407,000","392,500","465.14K","0.51%"
"2024- 09- 19","391,500","405,000","409,500","391,000","300.02K","-2.00%"
"2024- 09- 13","399,500","413,500","414,000","399,500","299.97K","-3.50%"
"2024- 09- 12","414,000","403,500","414,000","395,000","355.66K","3.76%"
"2024- 09- 11","399,000","380,500","402,500","380,500","363.94K","5.14%"
"2024- 09- 10","379,500","398,500","400,000","378,000","417.58K","-5.01%"
"2024- 09- 09","399,500","388,500","404,000","386,000","300.59K","1.14%"
"2024- 09- 06","395,000","412,000","412,500","392,500","416.82K","-3.66%"
"2024- 09- 05","410,000","410,500","418,000","401,000","459.93K","2.63%"
"2024- 09- 04","399,500","399,000","410,000","396,500","371.77K","-2.80%"
"2024- 09- 03","411,000","416,500","419,000","407,000","338.95K","-0.24%"
"2024- 09- 02","412,000","392,000","416,500","392,000","790.35K","6.19%"
"2024- 08- 30","388,000","391,000","391,500","381,500","299.80K","-0.77%"
"2024- 08- 29","391,000","371,000","394,000","370,000","722.90K","6.11%"
"2024- 08- 28","368,500","375,000","379,000","366,500","258.69K","-2.12%"
"2024- 08- 27","376,500","378,500","383,000","371,500","339.99K","-0.40%"
"2024- 08- 26","378,000","365,500","378,000","361,500","510.24K","5.29%"
"2024- 08- 23","359,000","359,500","366,000","357,000","231.07K","-1.10%"
"2024- 08- 22","363,000","351,500","364,000","348,500","473.86K","3.71%"
"2024- 08- 21","350,000","333,000","353,000","332,000","488.08K","6.06%"
"2024- 08- 20","330,000","333,000","334,000","327,000","103.19K","0.15%"
"2024- 08- 19","329,500","336,500","336,500","328,000","125.60K","-2.08%"
"2024- 08- 16","336,500","343,500","344,500","335,500","150.84K","-0.15%"
